time,i,j,lat,lon,RH;;;;;
2025-01-04_08:00:00;44;41;341.841;-118.611;90,29
2025-01-04_09:00:00;44;41;341.841;-118.611;85,90
2025-01-04_10:00:00;44;41;341.841;-118.611;66,82
2025-01-04_11:00:00;44;41;341.841;-118.611;61,33
2025-01-04_12:00:00;44;41;341.841;-118.611;49,33
2025-01-04_13:00:00;44;41;341.841;-118.611;51,85
2025-01-04_14:00:00;44;41;341.841;-118.611;62,33
2025-01-04_15:00:00;44;41;341.841;-118.611;66,69
2025-01-04_16:00:00;44;41;341.841;-118.611;61,83
2025-01-04_17:00:00;44;41;341.841;-118.611;46,87
2025-01-04_18:00:00;44;41;341.841;-118.611;44,74
2025-01-04_19:00:00;44;41;341.841;-118.611;41,33
2025-01-04_20:00:00;44;41;341.841;-118.611;31,73
2025-01-04_21:00:00;44;41;341.841;-118.611;28,51
2025-01-04_22:00:00;44;41;341.841;-118.611;32,05
2025-01-04_23:00:00;44;41;341.841;-118.611;34,62
2025-01-05_00:00:00;44;41;341.841;-118.611;35,06
2025-01-05_01:00:00;44;41;341.841;-118.611;35,65
2025-01-05_02:00:00;44;41;341.841;-118.611;36,68
2025-01-05_03:00:00;44;41;341.841;-118.611;41,55
2025-01-05_04:00:00;44;41;341.841;-118.611;47,83
2025-01-05_05:00:00;44;41;341.841;-118.611;51,91
2025-01-05_06:00:00;44;41;341.841;-118.611;53,48
2025-01-05_07:00:00;44;41;341.841;-118.611;54,65
2025-01-05_08:00:00;44;41;341.841;-118.611;49,28
2025-01-05_09:00:00;44;41;341.841;-118.611;45,17
2025-01-05_10:00:00;44;41;341.841;-118.611;42,19
2025-01-05_11:00:00;44;41;341.841;-118.611;39,50
2025-01-05_12:00:00;44;41;341.841;-118.611;36,48
2025-01-05_13:00:00;44;41;341.841;-118.611;35,96
2025-01-05_14:00:00;44;41;341.841;-118.611;35,19
2025-01-05_15:00:00;44;41;341.841;-118.611;32,30
2025-01-05_16:00:00;44;41;341.841;-118.611;28,91
2025-01-05_17:00:00;44;41;341.841;-118.611;25,10
2025-01-05_18:00:00;44;41;341.841;-118.611;20,49
2025-01-05_19:00:00;44;41;341.841;-118.611;16,48
2025-01-05_20:00:00;44;41;341.841;-118.611;14,79
2025-01-05_21:00:00;44;41;341.841;-118.611;14,19
2025-01-05_22:00:00;44;41;341.841;-118.611;14,67
2025-01-05_23:00:00;44;41;341.841;-118.611;14,44
2025-01-06_00:00:00;44;41;341.841;-118.611;19,25
2025-01-06_01:00:00;44;41;341.841;-118.611;21,18
2025-01-06_02:00:00;44;41;341.841;-118.611;15,94
2025-01-06_03:00:00;44;41;341.841;-118.611;18,41
2025-01-06_04:00:00;44;41;341.841;-118.611;20,27
2025-01-06_05:00:00;44;41;341.841;-118.611;23,14
2025-01-06_06:00:00;44;41;341.841;-118.611;22,78
2025-01-06_07:00:00;44;41;341.841;-118.611;22,23
2025-01-06_08:00:00;44;41;341.841;-118.611;22,94
2025-01-06_09:00:00;44;41;341.841;-118.611;23,82
2025-01-06_10:00:00;44;41;341.841;-118.611;24,99
2025-01-06_11:00:00;44;41;341.841;-118.611;25,91
2025-01-06_12:00:00;44;41;341.841;-118.611;27,36
2025-01-06_13:00:00;44;41;341.841;-118.611;27,46
2025-01-06_14:00:00;44;41;341.841;-118.611;26,53
2025-01-06_15:00:00;44;41;341.841;-118.611;25,43
2025-01-06_16:00:00;44;41;341.841;-118.611;25,67
2025-01-06_17:00:00;44;41;341.841;-118.611;24,02
2025-01-06_18:00:00;44;41;341.841;-118.611;22,28
2025-01-06_19:00:00;44;41;341.841;-118.611;19,10
2025-01-06_20:00:00;44;41;341.841;-118.611;20,79
2025-01-06_21:00:00;44;41;341.841;-118.611;18,27
2025-01-06_22:00:00;44;41;341.841;-118.611;19,39
2025-01-06_23:00:00;44;41;341.841;-118.611;21,39
2025-01-07_00:00:00;44;41;341.841;-118.611;28,64
2025-01-07_01:00:00;44;41;341.841;-118.611;30,71
2025-01-07_02:00:00;44;41;341.841;-118.611;34,03
2025-01-07_03:00:00;44;41;341.841;-118.611;38,21
2025-01-07_04:00:00;44;41;341.841;-118.611;38,89
2025-01-07_05:00:00;44;41;341.841;-118.611;39,12
2025-01-07_06:00:00;44;41;341.841;-118.611;39,59
2025-01-07_07:00:00;44;41;341.841;-118.611;44,69
2025-01-07_08:00:00;44;41;341.841;-118.611;50,43
2025-01-07_09:00:00;44;41;341.841;-118.611;51,84
2025-01-07_10:00:00;44;41;341.841;-118.611;52,52
2025-01-07_11:00:00;44;41;341.841;-118.611;53,51
2025-01-07_12:00:00;44;41;341.841;-118.611;52,91
2025-01-07_13:00:00;44;41;341.841;-118.611;45,94
2025-01-07_14:00:00;44;41;341.841;-118.611;44,24
2025-01-07_15:00:00;44;41;341.841;-118.611;46,98
2025-01-07_16:00:00;44;41;341.841;-118.611;44,10
2025-01-07_17:00:00;44;41;341.841;-118.611;38,79
2025-01-07_18:00:00;44;41;341.841;-118.611;35,14
2025-01-07_19:00:00;44;41;341.841;-118.611;32,13
2025-01-07_20:00:00;44;41;341.841;-118.611;25,12
2025-01-07_21:00:00;44;41;341.841;-118.611;22,57
2025-01-07_22:00:00;44;41;341.841;-118.611;19,36
2025-01-07_23:00:00;44;41;341.841;-118.611;18,11
2025-01-08_00:00:00;44;41;341.841;-118.611;17,39
2025-01-08_01:00:00;44;41;341.841;-118.611;17,62
2025-01-08_02:00:00;44;41;341.841;-118.611;54,18
2025-01-08_03:00:00;44;41;341.841;-118.611;50,76
2025-01-08_04:00:00;44;41;341.841;-118.611;43,46
2025-01-08_05:00:00;44;41;341.841;-118.611;25,55
2025-01-08_06:00:00;44;41;341.841;-118.611;25,49
2025-01-08_07:00:00;44;41;341.841;-118.611;26,07
2025-01-08_08:00:00;44;41;341.841;-118.611;22,16
2025-01-08_09:00:00;44;41;341.841;-118.611;21,17
2025-01-08_10:00:00;44;41;341.841;-118.611;20,91
2025-01-08_11:00:00;44;41;341.841;-118.611;20,72
2025-01-08_12:00:00;44;41;341.841;-118.611;20,97
2025-01-08_13:00:00;44;41;341.841;-118.611;20,75
2025-01-08_14:00:00;44;41;341.841;-118.611;21,39
2025-01-08_15:00:00;44;41;341.841;-118.611;22,42
2025-01-08_16:00:00;44;41;341.841;-118.611;23,81
2025-01-08_17:00:00;44;41;341.841;-118.611;22,51
2025-01-08_18:00:00;44;41;341.841;-118.611;19,63
2025-01-08_19:00:00;44;41;341.841;-118.611;15,51
2025-01-08_20:00:00;44;41;341.841;-118.611;13,50
2025-01-08_21:00:00;44;41;341.841;-118.611;11,67
2025-01-08_22:00:00;44;41;341.841;-118.611;10,33
2025-01-08_23:00:00;44;41;341.841;-118.611;8,79
2025-01-09_00:00:00;44;41;341.841;-118.611;8,76
2025-01-09_01:00:00;44;41;341.841;-118.611;9,46
2025-01-09_02:00:00;44;41;341.841;-118.611;11,20
2025-01-09_03:00:00;44;41;341.841;-118.611;28,67
2025-01-09_04:00:00;44;41;341.841;-118.611;19,11
2025-01-09_05:00:00;44;41;341.841;-118.611;14,97
2025-01-09_06:00:00;44;41;341.841;-118.611;14,58
2025-01-09_07:00:00;44;41;341.841;-118.611;14,09
2025-01-09_08:00:00;44;41;341.841;-118.611;14,43
2025-01-09_09:00:00;44;41;341.841;-118.611;15,24
2025-01-09_10:00:00;44;41;341.841;-118.611;19,48
2025-01-09_11:00:00;44;41;341.841;-118.611;15,40
2025-01-09_12:00:00;44;41;341.841;-118.611;13,57
2025-01-09_13:00:00;44;41;341.841;-118.611;12,34
2025-01-09_14:00:00;44;41;341.841;-118.611;12,18
2025-01-09_15:00:00;44;41;341.841;-118.611;11,80
2025-01-09_16:00:00;44;41;341.841;-118.611;11,75
2025-01-09_17:00:00;44;41;341.841;-118.611;12,50
2025-01-09_18:00:00;44;41;341.841;-118.611;11,95
2025-01-09_19:00:00;44;41;341.841;-118.611;10,55
2025-01-09_20:00:00;44;41;341.841;-118.611;9,91
2025-01-09_21:00:00;44;41;341.841;-118.611;9,72
2025-01-09_22:00:00;44;41;341.841;-118.611;8,59
2025-01-09_23:00:00;44;41;341.841;-118.611;8,00
2025-01-10_00:00:00;44;41;341.841;-118.611;8,57
2025-01-10_01:00:00;44;41;341.841;-118.611;8,89
2025-01-10_02:00:00;44;41;341.841;-118.611;8,47
2025-01-10_03:00:00;44;41;341.841;-118.611;9,01
2025-01-10_04:00:00;44;41;341.841;-118.611;10,39
2025-01-10_05:00:00;44;41;341.841;-118.611;10,61
2025-01-10_06:00:00;44;41;341.841;-118.611;14,03
2025-01-10_07:00:00;44;41;341.841;-118.611;15,63
2025-01-10_08:00:00;44;41;341.841;-118.611;16,59
2025-01-10_09:00:00;44;41;341.841;-118.611;16,47
2025-01-10_10:00:00;44;41;341.841;-118.611;16,59
2025-01-10_11:00:00;44;41;341.841;-118.611;17,18
2025-01-10_12:00:00;44;41;341.841;-118.611;18,21
2025-01-10_13:00:00;44;41;341.841;-118.611;18,71
2025-01-10_14:00:00;44;41;341.841;-118.611;19,42
2025-01-10_15:00:00;44;41;341.841;-118.611;20,04
2025-01-10_16:00:00;44;41;341.841;-118.611;19,58
2025-01-10_17:00:00;44;41;341.841;-118.611;18,09
2025-01-10_18:00:00;44;41;341.841;-118.611;15,45
2025-01-10_19:00:00;44;41;341.841;-118.611;12,99
2025-01-10_20:00:00;44;41;341.841;-118.611;11,72
2025-01-10_21:00:00;44;41;341.841;-118.611;11,12
2025-01-10_22:00:00;44;41;341.841;-118.611;10,40
2025-01-10_23:00:00;44;41;341.841;-118.611;9,63
2025-01-11_00:00:00;44;41;341.841;-118.611;9,04
2025-01-11_01:00:00;44;41;341.841;-118.611;11,69
2025-01-11_02:00:00;44;41;341.841;-118.611;15,28
2025-01-11_03:00:00;44;41;341.841;-118.611;18,62
2025-01-11_04:00:00;44;41;341.841;-118.611;19,37
2025-01-11_05:00:00;44;41;341.841;-118.611;20,12
2025-01-11_06:00:00;44;41;341.841;-118.611;17,47
2025-01-11_07:00:00;44;41;341.841;-118.611;19,22
2025-01-11_08:00:00;44;41;341.841;-118.611;16,16
2025-01-11_09:00:00;44;41;341.841;-118.611;19,63
2025-01-11_10:00:00;44;41;341.841;-118.611;46,98
2025-01-11_11:00:00;44;41;341.841;-118.611;46,27
2025-01-11_12:00:00;44;41;341.841;-118.611;34,21
2025-01-11_13:00:00;44;41;341.841;-118.611;32,14
2025-01-11_14:00:00;44;41;341.841;-118.611;31,79
2025-01-11_15:00:00;44;41;341.841;-118.611;25,04
2025-01-11_16:00:00;44;41;341.841;-118.611;24,19
2025-01-11_17:00:00;44;41;341.841;-118.611;15,99
2025-01-11_18:00:00;44;41;341.841;-118.611;14,03
2025-01-11_19:00:00;44;41;341.841;-118.611;13,85
2025-01-11_20:00:00;44;41;341.841;-118.611;15,01
2025-01-11_21:00:00;44;41;341.841;-118.611;14,59
2025-01-11_22:00:00;44;41;341.841;-118.611;15,54
2025-01-11_23:00:00;44;41;341.841;-118.611;14,73
2025-01-12_00:00:00;44;41;341.841;-118.611;11,01
2025-01-12_01:00:00;44;41;341.841;-118.611;20,82
2025-01-12_02:00:00;44;41;341.841;-118.611;36,45
2025-01-12_03:00:00;44;41;341.841;-118.611;37,53
2025-01-12_04:00:00;44;41;341.841;-118.611;37,97
2025-01-12_05:00:00;44;41;341.841;-118.611;39,32
2025-01-12_06:00:00;44;41;341.841;-118.611;32,26
2025-01-12_07:00:00;44;41;341.841;-118.611;23,87
2025-01-12_08:00:00;44;41;341.841;-118.611;20,10
2025-01-12_09:00:00;44;41;341.841;-118.611;18,90
2025-01-12_10:00:00;44;41;341.841;-118.611;17,56
2025-01-12_11:00:00;44;41;341.841;-118.611;17,15
2025-01-12_12:00:00;44;41;341.841;-118.611;17,53
2025-01-12_13:00:00;44;41;341.841;-118.611;18,67
2025-01-12_14:00:00;44;41;341.841;-118.611;20,10
2025-01-12_15:00:00;44;41;341.841;-118.611;20,97
2025-01-12_16:00:00;44;41;341.841;-118.611;20,49
2025-01-12_17:00:00;44;41;341.841;-118.611;18,78
2025-01-12_18:00:00;44;41;341.841;-118.611;16,51
2025-01-12_19:00:00;44;41;341.841;-118.611;14,84
2025-01-12_20:00:00;44;41;341.841;-118.611;13,11
2025-01-12_21:00:00;44;41;341.841;-118.611;12,28
2025-01-12_22:00:00;44;41;341.841;-118.611;11,34
2025-01-12_23:00:00;44;41;341.841;-118.611;11,54
2025-01-13_00:00:00;44;41;341.841;-118.611;11,89
2025-01-13_01:00:00;44;41;341.841;-118.611;12,97
2025-01-13_02:00:00;44;41;341.841;-118.611;15,12
2025-01-13_03:00:00;44;41;341.841;-118.611;15,65
2025-01-13_04:00:00;44;41;341.841;-118.611;17,63
2025-01-13_05:00:00;44;41;341.841;-118.611;17,13
2025-01-13_06:00:00;44;41;341.841;-118.611;14,62
2025-01-13_07:00:00;44;41;341.841;-118.611;15,03
2025-01-13_08:00:00;44;41;341.841;-118.611;17,33
2025-01-13_09:00:00;44;41;341.841;-118.611;18,61
2025-01-13_10:00:00;44;41;341.841;-118.611;19,67
2025-01-13_11:00:00;44;41;341.841;-118.611;20,00
2025-01-13_12:00:00;44;41;341.841;-118.611;20,39
2025-01-13_13:00:00;44;41;341.841;-118.611;20,32
2025-01-13_14:00:00;44;41;341.841;-118.611;21,00
2025-01-13_15:00:00;44;41;341.841;-118.611;21,75
2025-01-13_16:00:00;44;41;341.841;-118.611;21,21
2025-01-13_17:00:00;44;41;341.841;-118.611;18,01
2025-01-13_18:00:00;44;41;341.841;-118.611;16,02
2025-01-13_19:00:00;44;41;341.841;-118.611;15,36
2025-01-13_20:00:00;44;41;341.841;-118.611;14,93
2025-01-13_21:00:00;44;41;341.841;-118.611;12,91
2025-01-13_22:00:00;44;41;341.841;-118.611;12,25
2025-01-13_23:00:00;44;41;341.841;-118.611;12,40
2025-01-14_00:00:00;44;41;341.841;-118.611;12,73
2025-01-14_01:00:00;44;41;341.841;-118.611;13,33
2025-01-14_02:00:00;44;41;341.841;-118.611;14,67
2025-01-14_03:00:00;44;41;341.841;-118.611;15,81
2025-01-14_04:00:00;44;41;341.841;-118.611;13,66
2025-01-14_05:00:00;44;41;341.841;-118.611;14,00
2025-01-14_06:00:00;44;41;341.841;-118.611;19,22
2025-01-14_07:00:00;44;41;341.841;-118.611;19,99
2025-01-14_08:00:00;44;41;341.841;-118.611;21,08
2025-01-14_09:00:00;44;41;341.841;-118.611;21,63
2025-01-14_10:00:00;44;41;341.841;-118.611;21,53
2025-01-14_11:00:00;44;41;341.841;-118.611;21,10
2025-01-14_12:00:00;44;41;341.841;-118.611;20,12
2025-01-14_13:00:00;44;41;341.841;-118.611;20,53
2025-01-14_14:00:00;44;41;341.841;-118.611;20,17
2025-01-14_15:00:00;44;41;341.841;-118.611;20,62
2025-01-14_16:00:00;44;41;341.841;-118.611;19,48
2025-01-14_17:00:00;44;41;341.841;-118.611;17,09
2025-01-14_18:00:00;44;41;341.841;-118.611;14,36
2025-01-14_19:00:00;44;41;341.841;-118.611;12,52
2025-01-14_20:00:00;44;41;341.841;-118.611;13,18
2025-01-14_21:00:00;44;41;341.841;-118.611;12,38
2025-01-14_22:00:00;44;41;341.841;-118.611;11,96
2025-01-14_23:00:00;44;41;341.841;-118.611;11,92
2025-01-15_00:00:00;44;41;341.841;-118.611;12,44
2025-01-15_01:00:00;44;41;341.841;-118.611;13,22
2025-01-15_02:00:00;44;41;341.841;-118.611;14,03
2025-01-15_03:00:00;44;41;341.841;-118.611;14,90
2025-01-15_04:00:00;44;41;341.841;-118.611;15,73
2025-01-15_05:00:00;44;41;341.841;-118.611;16,50
2025-01-15_06:00:00;44;41;341.841;-118.611;17,45
2025-01-15_07:00:00;44;41;341.841;-118.611;19,35
2025-01-15_08:00:00;44;41;341.841;-118.611;20,67
2025-01-15_09:00:00;44;41;341.841;-118.611;22,25
2025-01-15_10:00:00;44;41;341.841;-118.611;22,22
2025-01-15_11:00:00;44;41;341.841;-118.611;21,98
2025-01-15_12:00:00;44;41;341.841;-118.611;21,10
2025-01-15_13:00:00;44;41;341.841;-118.611;20,48
2025-01-15_14:00:00;44;41;341.841;-118.611;20,18
2025-01-15_15:00:00;44;41;341.841;-118.611;21,13
2025-01-15_16:00:00;44;41;341.841;-118.611;21,27
2025-01-15_17:00:00;44;41;341.841;-118.611;18,59
2025-01-15_18:00:00;44;41;341.841;-118.611;17,33
2025-01-15_19:00:00;44;41;341.841;-118.611;15,27
2025-01-15_20:00:00;44;41;341.841;-118.611;12,52
2025-01-15_21:00:00;44;41;341.841;-118.611;10,95
2025-01-15_22:00:00;44;41;341.841;-118.611;11,91
2025-01-15_23:00:00;44;41;341.841;-118.611;11,00
2025-01-16_00:00:00;44;41;341.841;-118.611;16,33
2025-01-16_01:00:00;44;41;341.841;-118.611;16,39
2025-01-16_02:00:00;44;41;341.841;-118.611;15,09
2025-01-16_03:00:00;44;41;341.841;-118.611;14,15
2025-01-16_04:00:00;44;41;341.841;-118.611;14,56
2025-01-16_05:00:00;44;41;341.841;-118.611;14,46
2025-01-16_06:00:00;44;41;341.841;-118.611;13,31
2025-01-16_07:00:00;44;41;341.841;-118.611;17,34
2025-01-16_08:00:00;44;41;341.841;-118.611;18,56
2025-01-16_09:00:00;44;41;341.841;-118.611;19,10
2025-01-16_10:00:00;44;41;341.841;-118.611;18,86
2025-01-16_11:00:00;44;41;341.841;-118.611;19,04
2025-01-16_12:00:00;44;41;341.841;-118.611;18,91
2025-01-16_13:00:00;44;41;341.841;-118.611;18,81
2025-01-16_14:00:00;44;41;341.841;-118.611;18,53
2025-01-16_15:00:00;44;41;341.841;-118.611;18,31
2025-01-16_16:00:00;44;41;341.841;-118.611;17,63
2025-01-16_17:00:00;44;41;341.841;-118.611;16,34
2025-01-16_18:00:00;44;41;341.841;-118.611;14,06
2025-01-16_19:00:00;44;41;341.841;-118.611;12,29
2025-01-16_20:00:00;44;41;341.841;-118.611;10,67
2025-01-16_21:00:00;44;41;341.841;-118.611;12,71
2025-01-16_22:00:00;44;41;341.841;-118.611;14,95
2025-01-16_23:00:00;44;41;341.841;-118.611;16,84
2025-01-17_00:00:00;44;41;341.841;-118.611;16,87
2025-01-17_01:00:00;44;41;341.841;-118.611;20,07
2025-01-17_02:00:00;44;41;341.841;-118.611;32,47
2025-01-17_03:00:00;44;41;341.841;-118.611;34,78
2025-01-17_04:00:00;44;41;341.841;-118.611;37,30
2025-01-17_05:00:00;44;41;341.841;-118.611;35,90
2025-01-17_06:00:00;44;41;341.841;-118.611;80,03
2025-01-17_07:00:00;44;41;341.841;-118.611;97,81
2025-01-17_08:00:00;44;41;341.841;-118.611;99,02
2025-01-17_09:00:00;44;41;341.841;-118.611;95,97
2025-01-17_10:00:00;44;41;341.841;-118.611;95,83
2025-01-17_11:00:00;44;41;341.841;-118.611;95,58
2025-01-17_12:00:00;44;41;341.841;-118.611;92,60
2025-01-17_13:00:00;44;41;341.841;-118.611;86,15
2025-01-17_14:00:00;44;41;341.841;-118.611;84,73
2025-01-17_15:00:00;44;41;341.841;-118.611;86,77
2025-01-17_16:00:00;44;41;341.841;-118.611;84,48
2025-01-17_17:00:00;44;41;341.841;-118.611;78,85
2025-01-17_18:00:00;44;41;341.841;-118.611;73,53
2025-01-17_19:00:00;44;41;341.841;-118.611;67,49
2025-01-17_20:00:00;44;41;341.841;-118.611;61,72
2025-01-17_21:00:00;44;41;341.841;-118.611;58,76
2025-01-17_22:00:00;44;41;341.841;-118.611;56,51
2025-01-17_23:00:00;44;41;341.841;-118.611;54,27
2025-01-18_00:00:00;44;41;341.841;-118.611;66,49
2025-01-18_01:00:00;44;41;341.841;-118.611;67,97
2025-01-18_02:00:00;44;41;341.841;-118.611;70,83
2025-01-18_03:00:00;44;41;341.841;-118.611;73,52
2025-01-18_04:00:00;44;41;341.841;-118.611;74,07
2025-01-18_05:00:00;44;41;341.841;-118.611;80,75
2025-01-18_06:00:00;44;41;341.841;-118.611;92,83
2025-01-18_07:00:00;44;41;341.841;-118.611;97,61
2025-01-18_08:00:00;44;41;341.841;-118.611;97,79
2025-01-18_09:00:00;44;41;341.841;-118.611;95,30
2025-01-18_10:00:00;44;41;341.841;-118.611;91,95
2025-01-18_11:00:00;44;41;341.841;-118.611;81,26
2025-01-18_12:00:00;44;41;341.841;-118.611;76,67
2025-01-18_13:00:00;44;41;341.841;-118.611;74,64
2025-01-18_14:00:00;44;41;341.841;-118.611;74,48
2025-01-18_15:00:00;44;41;341.841;-118.611;75,55
2025-01-18_16:00:00;44;41;341.841;-118.611;74,10
2025-01-18_17:00:00;44;41;341.841;-118.611;72,25
2025-01-18_18:00:00;44;41;341.841;-118.611;67,16
2025-01-18_19:00:00;44;41;341.841;-118.611;57,47
2025-01-18_20:00:00;44;41;341.841;-118.611;48,60
2025-01-18_21:00:00;44;41;341.841;-118.611;42,41
2025-01-18_22:00:00;44;41;341.841;-118.611;43,33
2025-01-18_23:00:00;44;41;341.841;-118.611;60,96
2025-01-19_00:00:00;44;41;341.841;-118.611;64,71
2025-01-19_01:00:00;44;41;341.841;-118.611;68,41
2025-01-19_02:00:00;44;41;341.841;-118.611;73,75
2025-01-19_03:00:00;44;41;341.841;-118.611;77,08
2025-01-19_04:00:00;44;41;341.841;-118.611;79,53
2025-01-19_05:00:00;44;41;341.841;-118.611;79,53
2025-01-19_06:00:00;44;41;341.841;-118.611;77,75
2025-01-19_07:00:00;44;41;341.841;-118.611;76,73
2025-01-19_08:00:00;44;41;341.841;-118.611;81,52
2025-01-19_09:00:00;44;41;341.841;-118.611;81,96
2025-01-19_10:00:00;44;41;341.841;-118.611;81,27
2025-01-19_11:00:00;44;41;341.841;-118.611;73,13
2025-01-19_12:00:00;44;41;341.841;-118.611;64,87
2025-01-19_13:00:00;44;41;341.841;-118.611;46,29
2025-01-19_14:00:00;44;41;341.841;-118.611;37,85
2025-01-19_15:00:00;44;41;341.841;-118.611;43,39
2025-01-19_16:00:00;44;41;341.841;-118.611;51,76
2025-01-19_17:00:00;44;41;341.841;-118.611;70,13
2025-01-19_18:00:00;44;41;341.841;-118.611;72,46
2025-01-19_19:00:00;44;41;341.841;-118.611;61,97
2025-01-19_20:00:00;44;41;341.841;-118.611;54,67
2025-01-19_21:00:00;44;41;341.841;-118.611;57,70
2025-01-19_22:00:00;44;41;341.841;-118.611;65,07
2025-01-19_23:00:00;44;41;341.841;-118.611;67,64
2025-01-20_00:00:00;44;41;341.841;-118.611;64,17
2025-01-20_01:00:00;44;41;341.841;-118.611;69,63
2025-01-20_02:00:00;44;41;341.841;-118.611;72,83
2025-01-20_03:00:00;44;41;341.841;-118.611;82,22
2025-01-20_04:00:00;44;41;341.841;-118.611;86,94
2025-01-20_05:00:00;44;41;341.841;-118.611;87,63
2025-01-20_06:00:00;44;41;341.841;-118.611;84,01
2025-01-20_07:00:00;44;41;341.841;-118.611;82,04
2025-01-20_08:00:00;44;41;341.841;-118.611;83,12
